LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
Hyderabad,2017,Maruti,Baleno DELTA 1.2 K12,Manual,"44,103 km",Petrol,1st Owner,"₹5,51,499"
Hyderabad,2015,Maruti,Alto 800 VXI,Manual,"47,374 km",Petrol,1st Owner,"₹2,69,099"
Hyderabad,2019,Hyundai,GRAND I10 NIOS Asta Petrol,Manual,"33,518 km",Petrol,1st Owner,"₹6,55,899"
Hyderabad,2018,Hyundai,Elite i20 ASTA 1.2 AT,,"20,001 km",Petrol,1st Owner,"₹7,52,899"
Hyderabad,2015,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"33,165 km",Petrol,1st Owner,"₹4,28,999"
Hyderabad,2019,Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,"4,318 km",Petrol,1st Owner,"₹6,65,099"
Hyderabad,2017,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"26,729 km",Petrol,2nd Owner,"₹6,60,899"
Hyderabad,2018,Maruti,Swift ZXI AMT,Automatic,"18,581 km",Petrol,1st Owner,"₹6,62,099"
Hyderabad,2012,Maruti,Zen Estilo VXI,Manual,"54,445 km",Petrol,1st Owner,"₹2,95,599"
Hyderabad,2017,Maruti,Swift VXI OPT,Manual,"29,996 km",Petrol,2nd Owner,"₹5,10,299"
Hyderabad,2015,Maruti,Alto K10 VXI,Manual,"30,557 km",Petrol,1st Owner,"₹2,80,099"
Hyderabad,2019,Renault,Kwid 1.0 RXT Opt,Manual,"31,559 km",Petrol,1st Owner,"₹4,07,599"
Hyderabad,2010,Hyundai,i10 MAGNA 1.2,Manual,"24,013 km",Petrol,1st Owner,"₹3,03,499"
Hyderabad,2016,Hyundai,Elite i20 Sportz 1.2 VTVT MT,,"24,365 km",Petrol,1st Owner,"₹6,20,199"
Hyderabad,2015,Maruti,Alto K10 VXI,Manual,"33,751 km",Petrol,1st Owner,"₹2,82,099"
Hyderabad,2017,Maruti,Alto 800 LXI OPT,Manual,"20,768 km",Petrol,1st Owner,"₹3,05,899"
Hyderabad,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"9,694 km",Petrol,1st Owner,"₹6,14,099"
Hyderabad,2020,Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,"11,947 km",Petrol,1st Owner,"₹6,61,299"
Hyderabad,2019,Maruti,Dzire VXI,Manual,"3,919 km",Petrol,1st Owner,"₹6,71,299"
Hyderabad,2017,Maruti,Dzire ZDI Plus AMT,Automatic,"49,145 km",Diesel,1st Owner,"₹6,63,499"
Hyderabad,2017,Maruti,Swift Dzire VDI OPT,Manual,"19,935 km",Diesel,1st Owner,"₹6,68,199"
Hyderabad,2016,Hyundai,Verna FLUIDIC 1.6 SX VTVT OPT,Manual,"83,328 km",Petrol,1st Owner,"₹6,52,299"
Hyderabad,2019,Toyota,Innova Crysta 2.4 GX 8 STR,Manual,"1,87,298 km",Diesel,1st Owner,"₹14,65,799"
Hyderabad,2018,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Manual,"18,130 km",Petrol,1st Owner,"₹8,50,199"
Hyderabad,2018,Maruti,Vitara Brezza ZDI AMT,Automatic,"88,052 km",Diesel,2nd Owner,"₹8,40,999"
Hyderabad,2017,Honda,WR-V 1.5 i-DTEC VX MT,Manual,"36,497 km",Diesel,1st Owner,"₹6,88,699"
Hyderabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"9,338 km",Petrol,2nd Owner,"₹4,56,199"
Hyderabad,2019,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"47,557 km",Diesel,1st Owner,"₹10,18,399"
Hyderabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"11,900 km",Petrol,1st Owner,"₹4,42,099"
Chennai,2018,Tata,NEXON XZ 1.2,Manual,"25,898 km",Petrol,1st Owner,"₹7,49,099"
Chennai,2018,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"48,857 km",Petrol,1st Owner,"₹8,29,099"
Chennai,2019,Renault,TRIBER 1.0 RXZ,Manual,"1,532 km",Petrol,1st Owner,"₹6,74,699"
Chennai,2013,Toyota,Innova 2.5 VX 7 STR BS IV,Manual,"69,966 km",Diesel,2nd Owner,"₹9,75,099"
Chennai,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"17,570 km",Petrol,1st Owner,"₹7,64,699"
Chennai,2018,Mahindra,Bolero Power+ ZLX,Manual,"60,531 km",Diesel,1st Owner,"₹7,22,599"
Chennai,2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"17,810 km",Diesel,1st Owner,"₹15,56,299"
Chennai,2018,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"27,462 km",Diesel,1st Owner,"₹9,32,699"
Chennai,2019,Hyundai,Creta 1.6 VTVT SX AUTO,Automatic,"17,855 km",Petrol,2nd Owner,"₹11,67,299"
Chennai,2017,Hyundai,Creta 1.6 SX CRDI,,"1,12,774 km",Diesel,1st Owner,"₹8,45,299"
Chennai,2019,Renault,TRIBER 1.0 RXZ,Manual,"6,632 km",Petrol,1st Owner,"₹6,40,099"
Chennai,2014,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"1,05,857 km",Diesel,2nd Owner,"₹5,31,899"
Chennai,2018,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"22,339 km",Petrol,1st Owner,"₹8,93,599"
Chennai,2018,Maruti,Vitara Brezza ZDI PLUS,Manual,"41,558 km",Diesel,1st Owner,"₹9,29,399"
Chennai,2018,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"67,833 km",Petrol,1st Owner,"₹8,87,699"
Chennai,2017,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"89,945 km",Diesel,2nd Owner,"₹7,08,999"
Chennai,2019,Honda,WR-V 1.5 i-DTEC VX MT,Manual,"26,471 km",Diesel,1st Owner,"₹9,16,999"
Chennai,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"26,035 km",Petrol,1st Owner,"₹4,19,999"
Chennai,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"31,231 km",Petrol,1st Owner,"₹3,78,599"
Chennai,2019,Ford,Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),,"17,369 km",Petrol,1st Owner,"₹9,83,299"
Chennai,2016,Maruti,Swift Dzire VDI BS IV,Manual,"46,562 km",Diesel,1st Owner,"₹5,74,399"
Chennai,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"68,279 km",Petrol,1st Owner,"₹3,82,999"
Chennai,2014,Maruti,Swift Dzire VDI BS IV,Manual,"80,315 km",Diesel,1st Owner,"₹4,71,899"
Chennai,2015,Volkswagen,Vento HIGHLINE TDI AT,Automatic,"68,215 km",Diesel,2nd Owner,"₹6,43,699"
Chennai,2018,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"11,818 km",Petrol,1st Owner,"₹6,10,999"
Chennai,2013,Maruti,Swift Dzire VDI BS IV,Manual,"1,19,880 km",Diesel,1st Owner,"₹4,40,199"
Chennai,2020,Honda,City SV MT PETROL,Manual,"5,581 km",Petrol,1st Owner,"₹9,87,399"
Chennai,2017,Volkswagen,Ameo HIGHLINE  PLUS 1.2,Manual,"27,095 km",Petrol,1st Owner,"₹5,95,799"
Chennai,2012,Honda,City V MT PETROL,Manual,"79,174 km",Petrol,2nd Owner,"₹4,59,299"
Chennai,2013,Maruti,Swift Dzire VDI BS IV,Manual,"1,62,340 km",Diesel,1st Owner,"₹3,99,699"
Chennai,2017,Volkswagen,Ameo COMFORTLINE 1.2,Manual,"16,280 km",Petrol,2nd Owner,"₹5,13,299"
Chennai,2018,Hyundai,Verna 1.6 SX VTVT AT (O),Automatic,"25,533 km",Petrol,2nd Owner,"₹10,24,099"
Chennai,2017,Honda,City V MT PETROL,Manual,"34,124 km",Petrol,1st Owner,"₹7,74,399"
Chennai,2014,Hyundai,Xcent S 1.1 CRDI,Manual,"82,157 km",Diesel,1st Owner,"₹3,96,999"
Chennai,2017,Maruti,Dzire VDI AMT,Automatic,"93,563 km",Diesel,1st Owner,"₹6,62,799"
Chennai,2018,Hyundai,Verna 1.6 SX VTVT,Manual,"21,378 km",Petrol,1st Owner,"₹8,72,599"
Chennai,2018,Hyundai,Verna 1.6 SX VTVT,Manual,"26,402 km",Petrol,2nd Owner,"₹8,60,799"
Chennai,2015,Honda,Amaze 1.2 SMT I VTEC,Manual,"60,022 km",Petrol,1st Owner,"₹5,31,299"
Chennai,2015,Maruti,Swift Dzire VDI ABS,Manual,"38,769 km",Diesel,2nd Owner,"₹5,48,599"
Chennai,2018,Volkswagen,Ameo HIGHLINE PLUS 1.0,Manual,"18,112 km",Petrol,1st Owner,"₹5,53,399"
Chennai,2016,Renault,Kwid RXT,Manual,"22,396 km",Petrol,1st Owner,"₹3,46,999"
Chennai,2017,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"37,314 km",Petrol,1st Owner,"₹5,39,699"
Chennai,2019,Hyundai,Elite i20 1.2 SPORTS PLUS VTVT,Manual,"20,235 km",Petrol,2nd Owner,"₹6,74,999"
Chennai,2016,Maruti,Baleno ALPHA 1.2 K12,Manual,"50,154 km",Petrol,1st Owner,"₹6,66,299"
Chennai,2018,Maruti,Celerio X Zxi AMT,Automatic,"13,722 km",Petrol,1st Owner,"₹5,28,599"
Chennai,2016,Honda,Brio 1.2 VX MT I VTEC,Manual,"56,493 km",Petrol,1st Owner,"₹3,97,299"
Chennai,2019,Maruti,Swift VXI,Manual,"25,852 km",Petrol,1st Owner,"₹6,09,499"
Chennai,2012,Toyota,Etios Liva GD,Manual,"1,11,086 km",Diesel,1st Owner,"₹4,05,099"
Chennai,2015,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"4,571 km",Petrol,1st Owner,"₹4,55,999"
Chennai,2017,Maruti,Wagon R 1.0 VXI OPT,Manual,"18,213 km",Petrol,1st Owner,"₹4,31,099"
Chennai,2019,Maruti,IGNIS DELTA 1.2 K12,Manual,"10,937 km",Petrol,1st Owner,"₹5,50,299"
Chennai,2016,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"22,590 km",Petrol,1st Owner,"₹5,69,499"
Chennai,2019,Tata,Tiago XZ+ 1.2 Revotron,Manual,"18,171 km",Petrol,2nd Owner,"₹5,12,599"
Chennai,2016,Maruti,Swift VXI OPT,Manual,"51,823 km",Petrol,1st Owner,"₹4,78,099"
Chennai,2018,Maruti,Swift VDI AMT,Automatic,"66,411 km",Diesel,1st Owner,"₹6,22,999"
Chennai,2018,Hyundai,Eon ERA PLUS,Manual,"25,316 km",Petrol,1st Owner,"₹3,52,499"
Chennai,2018,Hyundai,Grand i10 Magna 1.2 AT  VTVT,Automatic,"14,079 km",Petrol,1st Owner,"₹5,76,799"
Chennai,2013,Maruti,Alto K10 VXI,Manual,"7,120 km",Petrol,2nd Owner,"₹2,71,699"
Chennai,2011,Maruti,Alto LXI,Manual,"9,924 km",Petrol,1st Owner,"₹2,51,299"
Chennai,2015,Hyundai,Elite i20 SPORTZ (O) 1.2,Manual,"50,315 km",Petrol,1st Owner,"₹5,61,699"
Chennai,2017,Toyota,Corolla Altis G,Manual,"26,159 km",Petrol,1st Owner,"₹11,17,699"
Chennai,2015,Honda,CRV 2.4 AWD AT,Manual,"80,621 km",Petrol,1st Owner,"₹11,51,099"
Chennai,2018,Jeep,Compass 2.0 LIMITED,Manual,"51,811 km",Diesel,1st Owner,"₹14,69,899"
Chennai,2016,Maruti,Swift Dzire VDI BS IV,Manual,"46,562 km",Diesel,1st Owner,"₹5,74,399"
Chennai,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"68,279 km",Petrol,1st Owner,"₹3,82,999"
Chennai,2014,Maruti,Swift Dzire VDI BS IV,Manual,"80,315 km",Diesel,1st Owner,"₹4,71,899"
Chennai,2015,Volkswagen,Vento HIGHLINE TDI AT,Automatic,"68,215 km",Diesel,2nd Owner,"₹6,43,699"
Chennai,2018,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"11,818 km",Petrol,1st Owner,"₹6,10,999"
Chennai,2013,Maruti,Swift Dzire VDI BS IV,Manual,"1,19,880 km",Diesel,1st Owner,"₹4,40,199"
Chennai,2020,Honda,City SV MT PETROL,Manual,"5,581 km",Petrol,1st Owner,"₹9,87,399"
Chennai,2017,Volkswagen,Ameo HIGHLINE  PLUS 1.2,Manual,"27,095 km",Petrol,1st Owner,"₹5,95,799"
Chennai,2012,Honda,City V MT PETROL,Manual,"79,174 km",Petrol,2nd Owner,"₹4,59,299"
Chennai,2013,Maruti,Swift Dzire VDI BS IV,Manual,"1,62,340 km",Diesel,1st Owner,"₹3,99,699"
Chennai,2017,Volkswagen,Ameo COMFORTLINE 1.2,Manual,"16,280 km",Petrol,2nd Owner,"₹5,13,299"
Chennai,2018,Hyundai,Verna 1.6 SX VTVT AT (O),Automatic,"25,533 km",Petrol,2nd Owner,"₹10,24,099"
Chennai,2017,Honda,City V MT PETROL,Manual,"34,124 km",Petrol,1st Owner,"₹7,74,399"
Chennai,2014,Hyundai,Xcent S 1.1 CRDI,Manual,"82,157 km",Diesel,1st Owner,"₹3,96,999"
Chennai,2017,Maruti,Dzire VDI AMT,Automatic,"93,563 km",Diesel,1st Owner,"₹6,62,799"
Chennai,2018,Hyundai,Verna 1.6 SX VTVT,Manual,"21,378 km",Petrol,1st Owner,"₹8,72,599"
Chennai,2018,Hyundai,Verna 1.6 SX VTVT,Manual,"26,402 km",Petrol,2nd Owner,"₹8,60,799"
Chennai,2018,Jeep,Compass 2.0 LIMITED,Manual,"51,811 km",Diesel,1st Owner,"₹14,69,899"
Chennai,2015,Honda,CRV 2.4 AWD AT,Manual,"80,621 km",Petrol,1st Owner,"₹11,51,099"
Chennai,2017,Toyota,Corolla Altis G,Manual,"26,159 km",Petrol,1st Owner,"₹11,17,699"
Chennai,2018,Tata,NEXON XZ 1.2,Manual,"25,898 km",Petrol,1st Owner,"₹7,49,099"
Chennai,2018,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"48,857 km",Petrol,1st Owner,"₹8,29,099"
Chennai,2019,Renault,TRIBER 1.0 RXZ,Manual,"1,532 km",Petrol,1st Owner,"₹6,74,699"
Chennai,2013,Toyota,Innova 2.5 VX 7 STR BS IV,Manual,"69,966 km",Diesel,2nd Owner,"₹9,75,099"
Chennai,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"17,570 km",Petrol,1st Owner,"₹7,64,699"
Chennai,2018,Mahindra,Bolero Power+ ZLX,Manual,"60,531 km",Diesel,1st Owner,"₹7,22,599"
Chennai,2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"17,810 km",Diesel,1st Owner,"₹15,56,299"
Chennai,2018,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"27,462 km",Diesel,1st Owner,"₹9,32,699"
Chennai,2019,Hyundai,Creta 1.6 VTVT SX AUTO,Automatic,"17,855 km",Petrol,2nd Owner,"₹11,67,299"
Chennai,2017,Hyundai,Creta 1.6 SX CRDI,,"1,12,774 km",Diesel,1st Owner,"₹8,45,299"
Chennai,2019,Renault,TRIBER 1.0 RXZ,Manual,"6,632 km",Petrol,1st Owner,"₹6,40,099"
Chennai,2014,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"1,05,857 km",Diesel,2nd Owner,"₹5,31,899"
Chennai,2018,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"22,339 km",Petrol,1st Owner,"₹8,93,599"
Chennai,2018,Maruti,Vitara Brezza ZDI PLUS,Manual,"41,558 km",Diesel,1st Owner,"₹9,29,399"
Chennai,2018,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"67,833 km",Petrol,1st Owner,"₹8,87,699"
Chennai,2017,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"89,945 km",Diesel,2nd Owner,"₹7,08,999"
Chennai,2019,Honda,WR-V 1.5 i-DTEC VX MT,Manual,"26,471 km",Diesel,1st Owner,"₹9,16,999"
Kolkata,2012,Maruti,Ertiga VDI ABS,Manual,"71,002 km",Diesel,1st Owner,"₹5,47,699"
Kolkata,2017,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"29,658 km",Diesel,1st Owner,"₹8,68,599"
Kolkata,2018,Renault,Captur RXE PETROL MT,Manual,"6,208 km",Petrol,1st Owner,"₹5,96,699"
Kolkata,2017,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"68,720 km",Diesel,1st Owner,"₹6,17,999"
Kolkata,2020,Mahindra,Scorpio S5,Manual,"59,972 km",Diesel,1st Owner,"₹11,43,799"
Kolkata,2016,Hyundai,Creta 1.6 SX PLUS PETROL,Manual,"45,731 km",Petrol,1st Owner,"₹7,41,499"
Kolkata,2013,Ford,Ecosport 1.5 TREND TDCI,Manual,"65,316 km",Diesel,1st Owner,"₹5,63,899"
Kolkata,2016,Mahindra,TUV300 T8,Manual,"52,342 km",Diesel,1st Owner,"₹6,50,899"
Kolkata,2017,Maruti,Ertiga VXI ABS,Manual,"17,813 km",Petrol,1st Owner,"₹6,68,599"
Kolkata,2019,Jeep,Compass 2.0 LIMITED,Manual,"21,264 km",Diesel,1st Owner,"₹15,46,499"
Kolkata,2019,Mahindra,XUV500 W5 FWD,Manual,"4,005 km",Diesel,1st Owner,"₹11,78,099"
Kolkata,2012,Honda,City S MT PETROL,Manual,"29,911 km",Petrol,2nd Owner,"₹3,91,799"
Kolkata,2018,Maruti,Ciaz ZETA 1.4 VVT,Manual,"37,826 km",Petrol,1st Owner,"₹6,59,099"
Kolkata,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"49,860 km",Petrol,1st Owner,"₹4,33,999"
Kolkata,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"48,858 km",Petrol,1st Owner,"₹4,53,299"
Kolkata,2015,Honda,City SV MT PETROL,Manual,"57,240 km",Petrol,1st Owner,"₹4,97,499"
Kolkata,2017,Honda,City S MT PETROL,Manual,"36,078 km",Petrol,1st Owner,"₹6,93,399"
Kolkata,2018,Honda,City VX MT PETROL,Manual,"15,201 km",Petrol,1st Owner,"₹8,47,099"
Kolkata,2016,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Manual,"31,737 km",Petrol,1st Owner,"₹6,56,999"
Kolkata,2013,Honda,Amaze 1.2 VXMT I VTEC,Manual,"35,901 km",Petrol,2nd Owner,"₹3,94,499"
Kolkata,2018,Honda,City ZX CVT,Automatic,"22,071 km",Petrol,1st Owner,"₹9,40,799"
Kolkata,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"63,820 km",Petrol,1st Owner,"₹4,95,099"
Kolkata,2014,Honda,Amaze 1.2 VXMT I VTEC,Manual,"48,400 km",Petrol,2nd Owner,"₹3,77,899"
Kolkata,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"1,26,168 km",Petrol,1st Owner,"₹4,25,899"
Kolkata,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"31,351 km",Petrol,1st Owner,"₹4,04,699"
Kolkata,2019,Maruti,Dzire VXI,Manual,"1,674 km",Petrol,2nd Owner,"₹6,18,399"
Kolkata,2017,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"41,753 km",Petrol,1st Owner,"₹3,86,099"
Kolkata,2019,Honda,City 1.5 V MT,Manual,"22,650 km",Petrol,1st Owner,"₹8,07,199"
Kolkata,2015,Honda,City SV MT PETROL,Manual,"71,118 km",Petrol,2nd Owner,"₹5,05,899"
Kolkata,2014,Honda,City SV MT PETROL,Manual,"74,201 km",Petrol,1st Owner,"₹4,14,699"
Kolkata,2014,Honda,City V MT PETROL,Manual,"51,754 km",Petrol,2nd Owner,"₹5,97,599"
Kolkata,2017,Honda,Jazz 1.2 S MT,Manual,"59,521 km",Petrol,1st Owner,"₹4,51,899"
Kolkata,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"25,613 km",Petrol,1st Owner,"₹5,39,399"
Kolkata,2018,Maruti,Celerio X Vxi,Manual,"15,253 km",Petrol,1st Owner,"₹4,47,299"
Kolkata,2012,Maruti,Alto K10 VXI,Manual,"36,989 km",Petrol,1st Owner,"₹2,19,499"
Kolkata,2012,Maruti,Alto K10 VXI,Manual,"27,650 km",Petrol,2nd Owner,"₹2,43,699"
Kolkata,2017,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"20,561 km",Petrol,1st Owner,"₹4,44,499"
Kolkata,2014,Hyundai,Eon MAGNA PLUS,Manual,"75,005 km",Petrol,1st Owner,"₹2,65,999"
Kolkata,2018,Hyundai,Grand i10 SPORTZ O 1.2,Manual,"9,847 km",Petrol,2nd Owner,"₹4,92,199"
Kolkata,2013,Maruti,Wagon R 1.0 VXI,Manual,"28,001 km",Petrol,1st Owner,"₹3,45,299"
Kolkata,2013,Maruti,Alto 800 LXI,Manual,"9,682 km",Petrol,1st Owner,"₹2,33,999"
Kolkata,2014,Maruti,Alto 800 LXI,Manual,"29,950 km",Petrol,1st Owner,"₹2,29,399"
Kolkata,2014,Maruti,Alto 800 LXI,Manual,"24,316 km",Petrol,1st Owner,"₹2,32,799"
Kolkata,2014,Maruti,Alto 800 LXI,Manual,"3,733 km",Petrol,1st Owner,"₹2,43,999"
Kolkata,2018,Maruti,Wagon R 1.0 VXI,Manual,"8,851 km",Petrol,2nd Owner,"₹4,14,499"
Kolkata,2020,Maruti,S PRESSO VXI PLUS,Manual,"5,794 km",Petrol,1st Owner,"₹4,31,499"
Kolkata,2015,Maruti,Alto 800 VXI,Manual,"25,652 km",Petrol,1st Owner,"₹2,71,899"
Kolkata,2020,Maruti,Alto VXI,Manual,"3,266 km",Petrol,1st Owner,"₹3,70,699"
Kolkata,2020,Maruti,Alto VXI,Manual,"1,584 km",Petrol,1st Owner,"₹3,65,899"
Kolkata,2013,Maruti,Wagon R 1.0 VXI,Manual,"29,524 km",Petrol,1st Owner,"₹2,80,699"
Kolkata,2015,Maruti,Alto K10 VXI,Manual,"13,334 km",Petrol,1st Owner,"₹2,70,599"
Kolkata,2019,Jeep,Compass 2.0 LIMITED,Manual,"21,264 km",Diesel,1st Owner,"₹15,46,499"
Kolkata,2019,Mahindra,XUV500 W5 FWD,Manual,"4,005 km",Diesel,1st Owner,"₹11,78,099"
Kolkata,2012,Honda,City S MT PETROL,Manual,"29,911 km",Petrol,2nd Owner,"₹3,91,799"
Kolkata,2018,Maruti,Ciaz ZETA 1.4 VVT,Manual,"37,826 km",Petrol,1st Owner,"₹6,59,099"
Kolkata,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"49,860 km",Petrol,1st Owner,"₹4,33,999"
Kolkata,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"48,858 km",Petrol,1st Owner,"₹4,53,299"
Kolkata,2019,Honda,City 1.5 V MT,Manual,"22,650 km",Petrol,1st Owner,"₹8,07,199"
Kolkata,2015,Honda,City SV MT PETROL,Manual,"71,118 km",Petrol,2nd Owner,"₹5,05,899"
Kolkata,2014,Honda,City SV MT PETROL,Manual,"74,201 km",Petrol,1st Owner,"₹4,14,699"
Kolkata,2014,Honda,City V MT PETROL,Manual,"51,754 km",Petrol,2nd Owner,"₹5,97,599"
Kolkata,2019,Maruti,Dzire VXI,Manual,"5,788 km",Petrol,2nd Owner,"₹6,04,099"
Kolkata,2014,Hyundai,Xcent S 1.2,Manual,"29,620 km",Petrol,2nd Owner,"₹4,07,099"
Kolkata,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"60,640 km",Petrol,2nd Owner,"₹4,07,099"
Kolkata,2011,Honda,City V MT PETROL,Manual,"99,510 km",Petrol,1st Owner,"₹3,13,299"
Kolkata,2016,Maruti,Swift Dzire VXI OPT,Manual,"38,536 km",Petrol,2nd Owner,"₹4,05,099"
Kolkata,2013,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Manual,"67,788 km",Petrol,1st Owner,"₹4,15,599"
Kolkata,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"30,260 km",Petrol,1st Owner,"₹4,10,899"
Kolkata,2018,Honda,City VX MT PETROL,Manual,"14,473 km",Petrol,2nd Owner,"₹8,48,099"
Kolkata,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"75,102 km",Petrol,2nd Owner,"₹4,05,399"
Kolkata,2018,Hyundai,Verna 1.6 SX VTVT,Manual,"34,323 km",Petrol,1st Owner,"₹7,28,699"
Kolkata,2014,Honda,City SV MT PETROL,Manual,"74,201 km",Petrol,1st Owner,"₹4,14,699"
Kolkata,2014,Honda,City V MT PETROL,Manual,"51,754 km",Petrol,2nd Owner,"₹5,97,599"
Kolkata,2019,Maruti,Dzire VXI,Manual,"5,788 km",Petrol,2nd Owner,"₹6,04,099"
Kolkata,2014,Hyundai,Xcent S 1.2,Manual,"29,620 km",Petrol,2nd Owner,"₹4,07,099"
Kolkata,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"60,640 km",Petrol,2nd Owner,"₹4,07,099"
Kolkata,2011,Honda,City V MT PETROL,Manual,"99,510 km",Petrol,1st Owner,"₹3,13,299"
Kolkata,2016,Maruti,Swift Dzire VXI OPT,Manual,"38,536 km",Petrol,2nd Owner,"₹4,05,099"
Kolkata,2013,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Manual,"67,788 km",Petrol,1st Owner,"₹4,15,599"
Kolkata,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"30,260 km",Petrol,1st Owner,"₹4,10,899"
Kolkata,2018,Honda,City VX MT PETROL,Manual,"14,473 km",Petrol,2nd Owner,"₹8,48,099"
Kolkata,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"75,102 km",Petrol,2nd Owner,"₹4,05,399"
Kolkata,2018,Hyundai,Verna 1.6 SX VTVT,Manual,"34,323 km",Petrol,1st Owner,"₹7,28,699"
Kolkata,2019,Jeep,Compass 2.0 LIMITED,Manual,"21,264 km",Diesel,1st Owner,"₹15,46,499"
Kolkata,2019,Mahindra,XUV500 W5 FWD,Manual,"4,005 km",Diesel,1st Owner,"₹11,78,099"
Kolkata,2012,Maruti,Ertiga VDI ABS,Manual,"71,002 km",Diesel,1st Owner,"₹5,47,699"
Kolkata,2017,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"29,658 km",Diesel,1st Owner,"₹8,68,599"
Kolkata,2018,Renault,Captur RXE PETROL MT,Manual,"6,208 km",Petrol,1st Owner,"₹5,96,699"
Kolkata,2017,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"68,720 km",Diesel,1st Owner,"₹6,17,999"
Kolkata,2020,Mahindra,Scorpio S5,Manual,"59,972 km",Diesel,1st Owner,"₹11,43,799"
Kolkata,2016,Hyundai,Creta 1.6 SX PLUS PETROL,Manual,"45,731 km",Petrol,1st Owner,"₹7,41,499"
Kolkata,2013,Ford,Ecosport 1.5 TREND TDCI,Manual,"65,316 km",Diesel,1st Owner,"₹5,63,899"
Kolkata,2016,Mahindra,TUV300 T8,Manual,"52,342 km",Diesel,1st Owner,"₹6,50,899"
Kolkata,2017,Maruti,Ertiga VXI ABS,Manual,"17,813 km",Petrol,1st Owner,"₹6,68,599"
Ahmedabad,2019,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"11,869 km",Petrol,1st Owner,"₹7,49,499"
Ahmedabad,2015,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"1,50,321 km",Diesel,1st Owner,"₹7,52,399"
Ahmedabad,2018,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"2,41,497 km",Diesel,1st Owner,"₹7,75,999"
